id,sentence1,label
6482,"@user When @user mentioned years of economic pain"""", was he referring to @user + @user imposed austerity?  @user  @user  @user   @user",not-offensive
6483,@user Reagan also signed the first gun control bill as governor of CA,not-offensive
6484,@user @user @user She is a classist.  Note the Rolls Royce refernce.,not-offensive
6485,14. how kind she is,not-offensive
6486,#TwitterShouldBe a less mean environment and less biased towards conservatives.,not-offensive
6487,@user You would do well in Austin. Very blue... you are as likely to find Wiccan folks as super conservatives.,not-offensive
6488,@user Hiding like the caged animal he is.,offensive
6489,@user Yeahhhhh I will admit to being a Destiny 1 Cayde Liker but God they just made him suck in 2!,offensive
6490,@user Hopefully not.,not-offensive
6491,@user It's just getting so predictable.,not-offensive
6492,@user @user @user He’s as clueless as out his disgusting looks as he is about every other thing there is to know.,offensive
6493,@user He is 🤗,not-offensive
6494,@user She is allergic to chocolate ☹️,not-offensive
6495,@user Trump kicks dem butt - its so fun.,offensive
6496,@user HPLYK FUCK,offensive
6497,@user You are awful.,offensive
6498,@user REST IN PUSSY,offensive
6499,@user Go back to Canada you freak.,offensive
6500,@user You are amazing and I love youuuu!!,not-offensive
6501,@user @user @user And your gun control has failed to reduce homicides.  Your homicide rate has not dropped after all of those gun laws.  It has however rose.  Enjoy bending a knee to the people who don't really give a shit about you though.,offensive
6502,@user thank you for explaining succinctly why a second referendum would be used by @user to rewrite the question and manipulate the answer in order to clingvto power #peoplesvote,not-offensive
6503,@user @user @user He is an emotionally detached and cautious man.  His youthful (1965 to 1970) military service and connections to naval intelligence have never really been talked about. I think that there is still some Deep Throat stuff that was hidden by the outing of a confused  Mark Felt.,not-offensive
6504,@user @user Endless Dreg here...😀😀😀😀@USER 🇺🇸🇺🇸🇺🇸#MAGA    &gt;&gt;&gt;&gt;&gt; @user &lt;&lt;&lt;&lt;&lt;&lt; Pervert supreme of society,offensive
6505,@user lol... a liberal trying to make other liberals sick what a maroon,not-offensive
6506,@user Anyone else getting a different idea of how these attacks are connected? 🤔🤫,not-offensive
6507,@user 😂😂 you are too funny!,not-offensive
6508,"@user @user @user Actually, Mr. Swalwell, don't say we don't use violence.""""  Conservatives don't.  Leftists DO.  Just ask anyone assaulted by #Antifa or, for that matter, turn around and go find @user",not-offensive
6509,@user @user @user I didn't know if it was a guy or girl at first.  But she is definitely the most un-charismatic person I've ever seen hosting any type of show.,not-offensive
6510,@user Tryouts for Antifa???,not-offensive
6511,@user @user @user @user Conservatives like Shapiro think everyone's cognitive functionality is structured like theirs: rules-based.  Nope. It is especially true for non-conservatives that most people think results/goals-based and *NOT* rules-based.  So they can't contend with rule-breakers.,not-offensive
6512,@user Today Collins is back with another excuse to vote yes.  It's all disgusting. Every GOP rep can see what he is.  They won't stop working against the common man.  @user @user @user @user @user @user @user @user,offensive
6513,@user @user @user People who employ fascist tactics are fascists. That's what ANTIFA does. Do you want me to start posting videos of ANTIFA riots?,offensive
6514,Analysis | Devin Nunes explains ‘antifa’ and ‘all of these riots’: ‘Because we’re winning’,not-offensive
6515,@user I know sex sales and we all know Ridge was going to choose his daughter jmo I wanted Hope to get it,offensive
6516,@user @user @user @user These women knew the knuckledraggers they were marrying and voting for. I have no sympathy for them. They should burn in hell for what they’re doing to their daughters and granddaughters. They’re the innocents here- not women stuffing guns down their yoga pants and yelling MAGA,not-offensive
6517,@user @user POTUS is there right now. He will do all he can to help these people and it is heart felt.  He will not politicize this like you liberals do.,not-offensive
6518,@user He will end in gitmo,not-offensive
6519,.@USER  WHAT numbers do YOU use? Where do YOUR numbers come from?  WHY did you ignore the current THEFT from Medicare?  Is your ignoring the cost ignorance or deceit?  MAKE Liberals pay for #WelfareForAll! #Iatrogenesis,not-offensive
6520,@user He is about as useless as a tit on a hog just saying 😎,offensive
6521,@user I completely agree!  We can uphold the second amendment AND have common sense gun control.  I’m a responsible gun owner.  But no citizen needs military grade weapons or high capacity magazines.  To find the problem:  follow the $!,not-offensive
6522,@user Girl bitches aggravate me!,offensive
6523,@user @user @user Because she is more intelligent than you are.,not-offensive
6524,"@user @user Democrats want more Gun Control!  I say,   Just go to the range and practice,..  you'll get better """"",offensive
6525,@user He heightens the belief in Slimfast..,not-offensive
6526,@user I like how her boobs have the same mass as her belly XD,offensive
6527,4A: Texas Medical Board engaging in warrantless searches of doctor’s offices in ‘back-door gun control’ effort,not-offensive
6528,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Antifa tell the truth?,not-offensive
6529,"@user Our Republic was in crisis.  We the people elected the only man who could give us a chance to save it from the likes of Socialist Democrats, ANTIFA, Mob rule, and your resistance"""".  Tread carefully with your words as you are now dangerously close to seditious conspiracy.""""",not-offensive
6530,@user Hana &amp; Hina After School. It’s an LGBT love story and I got it for my best friend and read half and the next day went back to the comic con and bought myself the series 😂,not-offensive
6531,@user Bit thanks for your concern... he is a competitor that wants the world as his oyster... wants to play and try as many sports as possible...,not-offensive
6532,@user You are not alone.   I am here with you.   Razzinfrazzinmaggle,not-offensive
6533,.@USER it’s not clear which @user and @user MPs put party ahead of conscience #LDConfBrexit,not-offensive
6534,@user You're literally white nationalist radicals and enemies of the state. You're lucky you're not being hunted down by federal agents like the terrorists you are...but the citizenry will act in the state's place soon enough. ACTA NON VERBA. #TheResistance  #ResistTrump  #Antifa,offensive
6535,@user What if the law is reasonable gun control?,not-offensive
6536,"@user After watching the entire match and controversy Serena is lucky she didn't get a match misconduct. She is so upset that the ref. Would give her a warning for her coach coaching"""" which he even admitted to. The ref did nothing wrong he enforced the rule and Serena did it like it.""""",offensive
6537,@user Bs. He is looking for retirement money and a new job.,not-offensive
6538,@user Bitter Obama?  How about Seriously Worried Obama.  He is the head of all this corruption at FBI and DOJ.,offensive
6539,@user More misleading nonsense. It’s like you are incapable of straight News. Fake through and through.,offensive
6540,@user  Money better spent on American Mental Health or gun control Sandy hook Vegas Concert Theater Shooting Church in Sunny Springs,offensive
6541,@user She is absolutely gorgeous!,not-offensive
6542,"@user @user I'm sure they are Pro Life"""" Conservatives. Keep up the great work Chelsea; we need you.""""",not-offensive
